,Index,Hypothesis,Premise,Type,Explanation,Label,SarcasmSimilarity,Source
139,6295,"The cause of Republican Spain was , in the final analysis , the cause of all democratic , anti - fascist countries .","The cause of Republican Spain was , conclusively, the cause of all democratic , anti - fascist countries .",Idiom,,Entailment,,IMPLI
140,4989,The fly is a warm blanket,The fly isn't annoying,Metaphor,,,,FIGQA
141,7071,Your eyes are like a setting sun.,,Simile,,,,AB
142,2077,I was so glad about the high sanitary standards of the worker at pizza hut who didn't bother to wash her hands that I just walked out,I went to pizza hut and the worker didn't wash her hands I was so sickened I just walked out.,Sarcasm,The worker at pizza hut who didn't bother to wash her hands is not following sanitary standards and so someone who was glad about that is not rational.,Contradiction,SIM,FLUTE
143,7840,Your words are like someone who is just learning to read. ,,Simile,,,,AB
144,5989,"‘ If we can get through to July 1 we will be okay , but at the moment people ( other clubs ) are sitting around like vultures waiting to pick up the pieces,’ added Beller .","‘ If we can get through to July 1 we will be okay , but at the moment people ( other clubs ) are sitting around like vultures waiting to put themselves together,’ added Beller .",Idiom,,Entailment,,IMPLI
145,2309,The cut and thrust in the privateering sector.,The active and aggressive competition in the privateering sector.,Idiom,"The cut and thrust of an activity refers to the lively, competitive and sometimes aggressive way in which it is done, which is what is happening in the privateering sector.",Entailment,UNQ,FLUTE
146,4938,She is a Sunday rain.,She is helpful.,Metaphor,,,,FIGQA
147,6781,The wind rattled the windows like a chorus of ghosts.,,Simile,,,,CHATGPT
148,1040,I feel elated that my best friend got a brand new BMW on her 16th birthday and while I suffer with an old car instead.,"I got an older car for my 16th birthday, but my best friend got a BRAND new BMW!",Sarcasm,Someone would not be elated to get an older car for a 16th birthday when one of your friends got a brand new BMW because it shows a clear inequality in privilege.,Contradiction,SIM,FLUTE
149,6985,Your voice is like a car alarm.,,Simile,,,,AB
150,2126,It's really great how some people never use their talents and life to the fullest,I don't know why some people waste their talents and life.,Sarcasm,Everyone has some talents and it is often a waste when people do not use them to their potential and instead lead a mundane life which does not reflect well on the human race.,Contradiction,SIM,FLUTE
151,97,"I was only person who didn't get their food after everyone else already placed their orders which is fine, I just love having loads of my time wasted.",Everyone ordered and got their food except me.,Sarcasm,Having to wait for a long time to get food after everyone else has already received theirs can be really frustrating and not at all a good use of time.,Contradiction,SIM,FLUTE
152,82,It made me feel really loved and appreciated when I found out that not a single person showed up to my birthday party,No one showed up for my birthday.,Sarcasm,"Birthday parties are usually occasions to celebrate and be surrounded by friends and family, so finding out that not a single person showed up would imply that the person is not loved or appreciated.",Contradiction,SIM,FLUTE
153,3961,Immediately dismissing my wishes he sternly exclaimed I'd like you to get your teeth into this new project I'm developing.,Immediately dismissing my wishes he sternly exclaimed I'd like you to engage in this new project I'm developing.,Idiom,To get one's teeth into something means to start doing or become involved in something with a lot of energy and enthusiasm.,Entailment,UNQ,FLUTE
154,1401,"My friend bailed on me last minute after work, which makes me so happy.",Was supposed to hang out with my friend after work but turns out she has to work late.,Sarcasm,A friend bailing on someone last minute after work is not a good thing because it leaves them feeling alone and unappreciated.,Contradiction,SIM,FLUTE
155,565,I feel just fantastic that I am not eating healthy because I am ordering food almost every day now.,I order food almost every day now and will never get healthy,Sarcasm,"Eating unhealthy food often can cause someone to become obese and develop health problems, so not eating healthy because of a consistent pattern of ordering food is not a good thing.",Contradiction,SIM,FLUTE
156,4156,"She had done something to him, made him feel dizzy and sick as a dog afterwards.","She had done something to him, made him feel dizzy and extremely ill to the point of vomiting afterwards.",Idiom,"To be sick as a dog means to be very ill, and in this context she made him feel so ill that he was dizzy and vomited.",Entailment,UNQ,FLUTE
157,3393,Why get your hands dirty?,Why work hard?,Idiom,"To get your hands dirty means to do hard work, so the person is asking why they should work hard.",Entailment,UNQ,FLUTE
158,3306,The moon smiled at the stars in the sky.,The moon gave the stars of the sky an opportunity to shine.,Metaphor,The moon smiled at the stars in the sky means that the moon was giving the stars a chance to shine.,Entailment,UNQ,FLUTE
159,8356,"No that's that's completely gone by the by yeah, yeah.","No that's that's completely gone incidentally yeah, yeah.",Idiom,,Entailment,,IMPLI
160,3450,He pushed aside my objections.,"When I try to object, he never listens to me and just put aside what I have to say.",Metaphor,Pushing something aside means to disregard it or ignore it.,Entailment,UNQ,FLUTE
161,3404,His hair was thick like a needle.,His hair was thin.,Simile,"A needle is a thin object, so thick like a needle would mean that the hair is thin.",Entailment,UNQ,FLUTE
162,2217,The company released him after many years of service.,The company fired him after many years of service.,Metaphor,The company released him after many years of service means that they no longer needed his services and so they let him go.,Entailment,UNQ,FLUTE
163,8373,"To discover that real face that is our own amongst the images, the image of a face that will give us a face once and for all time, remains a fantasy rather than a realisable project.","To discover that real face that is our own amongst the images, the image of a face that will give us a face conclusively time, remains a fantasy rather than a realisable project.",Idiom,,Entailment,,IMPLI
164,3014,"Not only was it disrespectful and hurtful to you, it was stupid of me to try to tempt fate.","Not only was it disrespectful and hurtful to you, it was stupid of me to try to invite bad luck or unpleasant situations by showing confidence in something.",Idiom,"To tempt fate is to do something that is dangerous or likely to have a negative outcome, and in this context the speaker is admitting that what they did was stupid and likely to cause negative consequences.",Entailment,UNQ,FLUTE
165,6023,"What all such schemes amount to is piling one lot of bonds on top of another in an attempt to square the circle of Greece ’s inability to pay , and to minimize the losses faced by its creditors – mostly European banks .","What all such schemes amount to is piling one lot of bonds on top of another in an attempt to deal with the impossbile task of Greece ’s inability to pay , and to minimize the losses faced by its creditors – mostly European banks .",Idiom,,Entailment,,IMPLI
166,7054,Your eyes are like pools of mud.,,Simile,,,,AB
167,284,"I was really looking forward to going to Busch Gardens last weekend, but thanks to this fabulous weather for ruining it.",I was supposed to go to Busch Gardens last weekend  but it was raining and we had to cancel.,Sarcasm,Bad weather ruined the chance of someone going to Busch Gardens which they were looking forward to and hence the weather is not fabulous at all.,Contradiction,SIM,FLUTE
