,Hypothesis,Literal Translation,Premise,Reasoning,Score,BLEURT,BERT,Type,Source,HE1,HE2,Avg HE
74,I was pleased when my son shouted at me in public,I was embarrassed when my son shouted at me in public.,I was embarrassed when my son shouted at me in public,"Most people would be embarrassed and ashamed if their son shouted at them in public, so the person who is pleased of it is not behaving in a normative manner.
This is why the sentence is a sarcasm.",97.59445786,0.9639592767,0.9879298806,Sarcasm,FLUTE,1,1,1
75,I was thrilled when I received a letter from the IRS saying I owed taxes from 3 years ago.,I received a letter from the IRS saying I had to pay taxes from 3 years ago.,I was stressed when I received a letter from the IRS saying I owed taxes from 3 years ago.,Being thrilled about owing taxes is an unlikely feeling and thus the sentence is a sarcastic remark.,84.04411077,0.7096867561,0.9711954594,Sarcasm,FLUTE,0,0,0
76,I feel really responsible knowing that I devoured so many crab legs knowing that it's not part of my diet,"I ate so many crab legs, even though it was not part of my diet, and I feel terrible about it.",I just ate so many crab legs when I know thats not a part of my diet.,Feeling good after knowingly going against your own diet is an unlikely occurrence which is why the sentence is a sarcasm.,84.29039717,0.7401140332,0.9456939101,Sarcasm,FLUTE,1,1,1
77,I feel so pleased that the cable company never showed up even after waiting for 5 hours,I am so angry that the cable company never showed up even after waiting for 5 hours.,Today I waited for the cable company to show up at my house for 5 hours... No one ever came,"The fact that the customer had to wait for 5 hours and the cable company did not show up implies that the customer is displeased with their service, which is why it is a sarcasm.",74.38766658,0.5729210973,0.9148322344,Sarcasm,FLUTE,1,1,1
78,I just love it when people invade my personal space and make me feel uncomfortable,I get aggravated with people who don't understand personal space.,I just despise it when people invade my personal space and make me feel uncomfortable,"People who invade personal space without consent can often make someone feel violated and so someone who loves when it happens is not being real.
This is why the sentence is a sarcasm.",71.64086998,0.5277419686,0.9050754309,Sarcasm,FLUTE,1,1,1
79,The smell coming out of my trash can was so beautiful that I almost threw up,The smell coming from my trash can was so nauseating that I almost threw up.,The smell coming out of my trash can was so awful that I almost threw up,"Trash usually smells bad and it would be unlikely for someone to be close to throwing up from the pleasant smell of it.
This is why the sentence is a sarcasm.",90.77159464,0.8350741267,0.9803577662,Sarcasm,FLUTE,1,1,1
80,My mood suddenly became so happy when I got my car back and found out that it was filled with used diapers.,I got my car back and it turned out it was full of dirty diapers.,My mood suddenly became very bad when I got my car back and found out that it was filled with used diapers.,"Finding out that a car is filled with used diapers would not make anyone happy but rather angry, frustrated, and disappointed.
This is why the sentence is a sarcasm.",77.93946862,0.6343201399,0.9244692326,Sarcasm,FLUTE,0,0,0
81,I love the sound of people loudly breathing while they eat a sandwich,I hate the sound of people loudly breathing while they eat a sandwich.,I hate the sound of people loudly breathing while they eat a sandwich,"People loudly breathing while they eat a sandwich can be considered to be quite annoying and so someone who loves that sound is not something normal.
This is why the sentence is a sarcasm.",96.06040716,0.9269756675,0.9942324758,Sarcasm,FLUTE,1,1,1
82,I got really happy when I found out the chicken I ordered was still pink on the inside,I was not happy when I found out the chicken I ordered was still pink on the inside.,I got really disgusted when I found out the chicken I ordered was still pink on the inside,"Finding out that the chicken someone ordered was still pink means that it was not cooked properly and getting uncooked food doesn't make one happy. 
This is why the sentence is a sarcasm.",87.47128844,0.7786929011,0.9707328677,Sarcasm,FLUTE,1,1,1
83,I was thrilled when I tripped and fell down the stairs in front of a big group of female students,I was mortified when I tripped and fell down the stairs in front of a big group of female students.,I was embarrassed when I tripped and fell down the stairs in front of a big group of female students,"Falling down the stairs is a very embarrassing thing so someone being thrilled about it is highly implausible.
This is why the sentence is a sarcasm.",86.57930493,0.7469621301,0.9846239686,Sarcasm,FLUTE,1,1,1
84,"I work so hard, and it isn't unfair at all how some of my friends have no idea what 'hard work' really is because they are born into privilege","I put in my all during work, but it's not wrong in the slightest that some of my peers never had to work hard because their background was privileged.","I work so hard, and it is unfair at all how some of my friends have no idea what 'hard work' really is because they are born into privilege","People who are born into wealthy or privileged households don't have as much experience with hard work or experience the same difficulties that someone who has to work hard to get ahead in life has to face.
This is why the sentence is a sarcasm.",74.4151175,0.5856392384,0.9026631117,Sarcasm,FLUTE,0,0,0
85,I feel so happy that I am not as good as Barack Obama when it comes to public speaking.,"I'm not very good at public speaking compared to Barack Obama, and I'm incredibly disappointed with myself.",I feel so bad that I am not as good as Barack Obama when it comes to public speaking.,"Barack Obama is known to be a great public speaker and is admired for his speaking skills, so someone claiming they are not as good as him is actually pointing out that they are not a great public speaker.
This is why the sentence is a sarcasm.",84.41420794,0.7726898789,0.9155942798,Sarcasm,FLUTE,1,1,1
86,I am really proud that my real estate career in Florida didn't go as I hoped inspite of all the planning,I am really disappointed that my real estate career in Florida didn't go as I hoped despite all the planning.,My real estate career in Florida didn't go as I had planned.,"People typically would be disappointed when their career plans do not go as expected, not proud. This is why the sentence is a sarcasm.",85.98745465,0.7692317963,0.9505172968,Sarcasm,FLUTE,1,1,1
