Hypothesis,Type,Source,Count
Your clothes are like a wrinkled sheet of paper.,Simile,AB,1
"In the case of animals suffering from liver damage and impaired kidney; animals unable to absorb calcium which may lead to slow growth, rickets, poor mobility paralysis, convulsions in juvenile birds, thin shell and abnormal osteosarcoma.",Metaphor,IMPLI,1
You behave like you're starved.,Simile,AB,1
Your progress is like an old printer printing a full colour page.,Simile,AB,1
All they wanted were his - not on your life!,Idiom,FLUTE,1
But then the paper would get wind of your bigamist marriage.,Idiom,FLUTE,1
But among political scientists and businesspeople the countryâs name has long suffered worst damage than this.,Metaphor,IMPLI,1
"He seeks to mold us, to make us pliable, to bend us to his will, so that when we mount the auction block, we will be like a herd of cows.",Simile,FLUTE,1
I feel loved how my friends always take me for granted and use me when they need something,Sarcasm,FLUTE,1
I feel overjoyed that I forgot to put up the leftovers last night and it resulted in not having food today,Sarcasm,FLUTE,1
The matters of employing people is changing and in the main those changes fly in the face of traditional G M B organization and make recruitment and retention of membership more difficult.,Idiom,IMPLI,1
"In this period the Awlad Amira secretary of the Kufra Assembly executive committee fell from grace and left office, becoming night watchman in a school.",Idiom,IMPLI,1
Your face is like a squashed tomato.,Simile,AB,1
Your voice is like a whisper.,Simile,AB,1
The decor was like a college dorm room furnished on a budget.,Simile,FLUTE,1
The fact that my mother didn't cook her chicken all the way through at dinner makes me feel like I'm eating at a 5-star restaurant,Sarcasm,FLUTE,1
I am pleased because the last thing I need is a headache to make my day worse,Sarcasm,FLUTE,1
You are as thin as piece of wafer.,Simile,AB,1
Your reaction reminds me of a shocked cat.,Simile,AB,1
Just take it on the chin and forget about it.,Idiom,FLUTE,1
I feel extremely proud of myself for succumbing to my cravings and eating an entire ice cream sundae by myself,Sarcasm,FLUTE,1
The thunderstorm raged on like a battle cry.,Simile,ChatGPT,1
"The results of allowing boroughs to withdraw would , to say the least , be chaotic .",Idiom,IMPLI,1
I love how my ex-boyfriend is incapable of moving on and finding someone new,Sarcasm,FLUTE,1
He had as much money as a mansion dweller,Metaphor,FIG-QA,1
I was thrilled to find out that all my effort for studying last week resulted in a failing grade,Sarcasm,FLUTE,1
The guy's taco looked totally normal until I saw the whipped cream and then I really wanted to hug him for his beautiful taste.,Sarcasm,FLUTE,1
The waves rolled in like a gentle lullaby.,Simile,ChatGPT,1
The moon hung low in the sky like a glowing orb.,Simile,ChatGPT,1
She is the Light of our days,Metaphor,FIG-QA,1
Gwendolyn felt like an international woman of mystery who held all the answers to all the questions this loverboy could ask.,Simile,FLUTE,1
So blessed my new Toyota Camry got hit by this awesome guy. It really gave my car some personality.,Sarcasm,FLUTE,1
I felt proud of humanity when I saw the woman being extremely disrespectful to another woman of color at the mall.,Sarcasm,FLUTE,1
I was really happy that a boy liked me but then later found out he was in love with my best friend,Sarcasm,FLUTE,1
I absolutely adore my sister because she always talks shit about me behind my back,Sarcasm,FLUTE,1
I love it when people blast their music during the week at 3am and disrupt my sleep,Sarcasm,FLUTE,1
cialis daily covered by insurance,Metaphor,IMPLI,1
After school the child had the appetitie of a vulture,Metaphor,FIG-QA,1
You behave like a dog.,Simile,AB,1
Your progress is like wading through mud.,Simile,AB,1
They 'll make a point of finding suffering people.,Idiom,FLUTE,1
TalkingEconomics - The world economy shrugs off uncertaintyâ¦ for now,Metaphor,IMPLI,1
"Mr. Owens had an expression for two things he found equally unpleasant: I'm between the devil and the deep blue sea,he would say.",Idiom,FLUTE,1
"Ironically, my reading assignment for the weekend was gone with the wind.",Idiom,FLUTE,1
Can Desert Orchid the champion bring the house down and win .,Idiom,IMPLI,1
Her interest in butterflies absorbs her completely.,Metaphor,FLUTE,1
Your driving style reminds me of a monkey at the wheel.,Simile,AB,1
The chapter has the depth of the sea.,Metaphor,FIG-QA,1
You remind me of a train wreck.,Simile,AB,1
I feel so excited that the torrential rain has been so gracious towards my farm and I will have to start from scratch.,Sarcasm,FLUTE,1
Jane knew these dicsussions were the seeds of a potential conflict.,Metaphor,FLUTE,1
I was having difficulties with the underline of the hover state being cut off by the flash doc.,Metaphor,IMPLI,1
He was gripped with a terrible illness that killed him quickly.,Metaphor,FLUTE,1
It appeared like a small cash box .,Simile,FLUTE,1
My brain is glowing after the bottle of champagne.,Metaphor,FLUTE,1
"The talks came to grief after the separatists insisted that the government , or perhaps the ruling Socialist party , should publicly acknowledge that its representatives had agreed to negotiate with ETA on the Basque country 's political future .",Idiom,IMPLI,1
From its blue vase the rose of evening drops.,Metaphor,FLUTE,1
"They are enemies on the field -- and on draft day -- but many are friends who love to talk shop and, sometimes, even trade information. ",Idiom,IMPLI,1
I absolutely adore how customer service reps with attitudes make me feel like crap,Sarcasm,FLUTE,1
My step brother's decision to sell my laptop in order to buy a new gaming station makes me love him,Sarcasm,FLUTE,1
Your input is like a two year old trying to help.,Simile,AB,1
Lets confirm that fact before we go begging for cooperation.,Idiom,FLUTE,1
But the explicit agreement about telling him the reasons behind his condition didn't take into account the possibility of destroying the entire conception he held about his family.,Idiom,FLUTE,1
It would have been inaccurate to describe Zoe as being away with the fairies.,Idiom,FLUTE,1
Your input is like a negative review.,Simile,AB,1
She was waiting for me to talk about my past and I figured there was no time like the present.,Idiom,FLUTE,1
"It came like a swamp cat, with its ears raised and its eyes opened wide.",Simile,FLUTE,1
I take pride in the fact that a handful of people got a little something extra because of us that day.,Idiom,FLUTE,1
You are as thin as a stick.,Simile,AB,1
I was delighted when my laptop got ruined after my toddler spilled water on it.,Sarcasm,FLUTE,1
The weather had stayed cold and dreary for the entire week; our indian summer was now just a memory.,Idiom,FLUTE,1
the food was as healthy as a gym membership,Metaphor,FIG-QA,1
"Only  made  the fire burn brighter ,",Metaphor,IMPLI,1
I was pleased when my son shouted at me in public,Sarcasm,FLUTE,1
Your approach is like that of statue that has been blown over.,Simile,AB,1
The wind howled like a pack of wolves.,Simile,ChatGPT,1
I love being bald and honestly feel fortunate to lose all my hair,Sarcasm,FLUTE,1
"Could not  breed  ill-will between them ,",Metaphor,IMPLI,1
It was as easy as herding cats into a swimming pool,Metaphor,FIG-QA,1
the car ran as well as rusted can opener,Metaphor,FIG-QA,1
My wonderful brother wouldn't stop following me around and I was this close to gifting him with a punch.,Sarcasm,FLUTE,1
I love the fact that the dog owner never picks up his dog's poop and it's right by our house,Sarcasm,FLUTE,1
What these anomalies mean is that within one and the same constituency the price paid in first - preference votes for the election of a TD varies greatly .,Idiom,IMPLI,1
Your presence is like that of a wasp.,Simile,AB,1
The sun was as golden as a treasure.,Simile,ChatGPT,1
It's absolutely ridiculous of me to think people should be responsible and take more pride in their work to make the world a better place,Sarcasm,FLUTE,1
Your sunburn makes you look like you've been dipped in red paint.,Simile,AB,1
The movie was as long as a catholic wedding,Metaphor,FIG-QA,1
"‘ We must avoid jumping to conclusions,’ replied Thiercelin cautiously.",Idiom,IMPLI,1
"I work so hard, and it isn't unfair at all how some of my friends have no idea what 'hard work' really is because they are born into privilege",Sarcasm,FLUTE,1
I feel proud of my parenting because apparently I don't have enough time to participate in my children's school activities and make them feel loved,Sarcasm,FLUTE,1
Your input is like a sledgehammer.,Simile,AB,1
watch out!,Idiom,FLUTE,1
You talk like you're unsure.,Simile,AB,1
I was extremely happy to find out that all my studying for the annual exam did not reflect in my grade.,Sarcasm,FLUTE,1
Your voice is like someone hasn't turned on the microphone.,Simile,AB,1
we can lean on this man,Metaphor,IMPLI,1
You move like an old person who lost their bus pass.,Simile,AB,1
It filled gabe with something like a heroin rush.,Simile,FLUTE,1
And their which are guarded round the clock.,Idiom,IMPLI,1
I am glad that I am not skinny like a model and have to worry about my weight all the time.,Sarcasm,FLUTE,1
Your hair looks like a sheep dog.,Simile,AB,1
The plastic plate shattered and looked like A half moon,Metaphor,FIG-QA,1
I just love it when people invade my personal space and make me feel uncomfortable,Sarcasm,FLUTE,1
I woke up this morning to an excellent surprise of finding my mailbox totally destroyed along wiith the culprit driving away,Sarcasm,FLUTE,1
"Indeed, the only question seemed to be whether he should even bother to make a move, or just let her do everything for him.",Idiom,IMPLI,1
Europeans might rethink some of their current dilemmas in the light of Hirschman's theory.,Idiom,IMPLI,1
Love how rats calm me down and make me feel like I am in heaven.,Sarcasm,FLUTE,1
Alicia seemed to recover rapidly and started to make light of what the others found worrying.,Idiom,FLUTE,1
For summer and his pleasures take flight on thee.,Metaphor,FLUTE,1
The stock market drifted upward.,Metaphor,FLUTE,1
The dog was as quick as a man trying to get to the toilet in time,Metaphor,FIG-QA,1
That lovely driver who cut me off in traffic and then drove slower than me deserves all the accolades,Sarcasm,FLUTE,1
"Seeing the old juke box was like visiting a nasty, useless junkyard",Metaphor,FIG-QA,1
Exhausted .,Metaphor,IMPLI,1
"He was about sixty, like a big soccer ball .",Simile,FLUTE,1
I 've been too close up against it .,Idiom,IMPLI,1
I love seeing any type of bullying because it makes me really furious.,Sarcasm,FLUTE,1
And his wishes  served  to guide him ;,Metaphor,IMPLI,1
He wanted to bring the house down this time.,Idiom,FLUTE,1
"After the man punched me on the subway last week, I am now really excited to leave my house",Sarcasm,FLUTE,1
I am absolutely in love with spiders and the thought of them crawling on me makes me upbeat,Sarcasm,FLUTE,1
This is realpolitik run amok.’,Idiom,IMPLI,1
FROM 1984–90 guesses that cash flow could be higher if assets changed hands or if a firm 's financial structure was changed were made in $ 1.7 trillion - worth of cases in America .,Idiom,IMPLI,1
"I sometimes feel scared that something bad might happen to me living alone in this wonderful, safe neighborhood.",Sarcasm,FLUTE,1
The city streets were as chaotic as a jungle.,Simile,ChatGPT,1
"On the landing outside, Kathleen Lavender turned the corner of her apron anxiously between her hands.",Idiom,IMPLI,1
