,Hypothesis,Type,Source
4912,The kitten was as weak as an ant,Metaphor,FIGQA
5561,"Since your insurance is designed to cover the costs of both your home/condo and its contents, the renovations may change the amount of betterments and improvements required on your policy to make sure you're fully covered.",Metaphor,IMPLI
5165,She is the Blight of our days,Metaphor,FIGQA
7201,You cry like a dramatic teenager who just found out their favourite show was cancelled.,Simile,AB
2442,"No, she declared, now looking like a peacock.",Simile,FLUTE
4038,Realization hit him like a full broadside from a galleon's cannons.,Simile,FLUTE
7973,"Every once in a while he holds out a small portion of meat, which the Skeleton chews furiously and swallows, with the same lack of success as before.",Idiom,IMPLI
6266,"BSkyB ( Sky Television ) is firmly in the black and the 50%-owned satellite venture now has weekly revenues of more than £ 6 m , with 80 % coming from pay service subscriptions .",Idiom,IMPLI
3223,"Oh I'm sorry, did I touch a nerve?”",Idiom,FLUTE
4843,The politician has the transparency of a metal door,Metaphor,FIGQA
2557,"That's pretty funny, considering you smoke like a chimney.",Idiom,FLUTE
5565,"For every office snack tray sold, we donate 15 meals to help fight childhood hunger here in the US.",Metaphor,IMPLI
4515,"Blazed  and flared the red horizon ,",Metaphor,IMPLI
6058,"The course since then has not been all plain sailing , as changes in the launch date , originally set for August 1981 , reflect .",Idiom,IMPLI
2433,I will not allow you to kill the girl in cold blood.,Idiom,FLUTE
5478,And knowledgeable not only can you apply for a long term care costs on covering your pets the best insurance possible.,Metaphor,IMPLI
7659,This dress makes you look like a horror show.,Simile,AB
3857,"The familiar, acrid scent triggered all sorts of emotions that were better left dead and buried deep inside me.",Idiom,FLUTE
2461,"Being invisible was not all fun and games, as that incident had proved.”",Idiom,FLUTE
2026,One of the easiest things I have ever experienced was losing my family pet after 10 years,Sarcasm,FLUTE
8268,"Okay, Health Master, is that the plan that's going to fit the bill.",Idiom,IMPLI
6509,That is as easy as shooting fish in a barrel.,Simile,Kaggle
6562,The young athlete looked as strong as an ox.,Simile,Kaggle
1429,I feel so confident when my regional boss visits it's like my anxiety skyrockets,Sarcasm,FLUTE
812,Cigarette smoking has caused me to feel proud about myself for all the years I have wasted,Sarcasm,FLUTE
4752,He jumped a mile.,Metaphor,FIGQA
7692,Your approach is like a bad golfer. ,Simile,AB
4620,sales were climbing after prices were lowered,Metaphor,IMPLI
5870,We are constantly improving our service to better meet your needs.,Metaphor,IMPLI
416,I am glad my daughter is such an accomplished liar that she can act like she was at school the whole day even though I know she was probably just fooling around.,Sarcasm,FLUTE
1273,I was so glad that the doctor made me wait for over an hour and then I was late to work because of him!,Sarcasm,FLUTE
6234,"I remember when I was about two - and - a - half or three , they used to come in and say to her , ‘ Mrs McGuigan , we do n't want to alarm you but your son is on top of that thirty - foot pole out there,’ and my mother would say , ‘ Oh , that 's old hat , let 's hear something new.’",Idiom,IMPLI
1268,I was grateful not to get a response back from the company after applying for the job,Sarcasm,FLUTE
3503,Do you wish to say anything before you meet your maker?,Idiom,FLUTE
4967,The monks had the honor of a lawyer,Metaphor,FIGQA
5845,Idaho governor has unfettered chance to cut state rules,Metaphor,IMPLI
3514,"Mags full, and theres one up the spout.",Idiom,FLUTE
2830,He stood there one more minute before shoving himself off and running the rest of the way up the stairs.,Idiom,FLUTE
8251,"Extraordinary colouring, extraordinary, now's the time one ought to be out and about, seeing that sort of thing.",Idiom,IMPLI
5020,My kid's room was like Marine barracks just before inspection.,Metaphor,FIGQA
7104,Your clothes are like the ones a charity shop would throw away.,Simile,AB
193,I am absolutely thrilled that my wife of 10 years has been unfaithful to me,Sarcasm,FLUTE
5661,"We are always glad to meet you and introduce you our services and also help you meet your goals, grow your revenue & profit and make your Company successful with a amazing Online Authority.",Metaphor,IMPLI
6644,The paparazzi circled like vultures above a tottering camel.,Simile,Kaggle
1956,I feel glad about stealing my kids' candy from halloween this year,Sarcasm,FLUTE
5646,viagra covered by insurance,Metaphor,IMPLI
3711,if he were to hit the drums at full whack there would be complaints to the landlord.,Idiom,FLUTE
3137,They put up a brave face as governments become like tightening iron fists.,Simile,FLUTE
4564,"Till the cornfields  rang  with laughter ,",Metaphor,IMPLI
5715,abu dhabi airport meet and greet service 1,Metaphor,IMPLI
342,Loved how my husband had to cancel our vacation next month because his other night manager is such a kind person for not letting him go,Sarcasm,FLUTE
6968,You move like a bull in a china shop.,Simile,AB
4589,"Fell  the sunshine on his features ,",Metaphor,IMPLI
1262,I am so overjoyed with the slow internet speeds that I can't even load my Facebook,Sarcasm,FLUTE
8211,"He went on going through the motions of being a poet until the very end, and inevitably, because he kept in practice, hit upon some successes —‘gleams like the flashing of a shield’ occur in unexpected places.",Idiom,IMPLI
6003,Alison makes the grade for Scotland,Idiom,IMPLI
1870,"When I came back from my vacation, I was elated when I found that there is a rat in my garden",Sarcasm,FLUTE
6657,He spit out his teeth like stones.,Simile,Kaggle
1075,My favorite activity today involved running away from a swarm of wasps that were following me.,Sarcasm,FLUTE
2084,"I am thrilled about the fact that even though my boss said it was a guarantee, I didn't get the promotion I wanted",Sarcasm,FLUTE
3691,Trying to rationalize the situation eventually becomes like an ever-complicated equation.,Simile,FLUTE
8080,"He had specifically wanted somewhere with a farm and Highgrove had 410 acres; also, to be within easy range of his friends and relatives, and again it fitted the bill.",Idiom,IMPLI
1340,I felt really valued when I didn't see my boyfriend for two days.,Sarcasm,FLUTE
6011,"In 1998 , a vote in Nevis on a referendum to separate from Saint ~ Kitts fell short of the two - thirds majority needed .",Idiom,IMPLI
3464,The branch was sharp like a rubber eraser,Simile,FLUTE
1499,I was thrilled when my brother emptied my wallet by dumping out all of my credit cards.,Sarcasm,FLUTE
4578,"Raged and  roared  the wintry tempest ,",Metaphor,IMPLI
1312,It's awesome that all the girls at school don't like me,Sarcasm,FLUTE
783,I feel like the perfect sibling for forgetting my sister's birthday and only remembering to call her today,Sarcasm,FLUTE
27,I am totally stoked and not envious at all for my privileged friend spending a lot of money on their upcoming trip to Asia,Sarcasm,FLUTE
4969,She has as much Hollywood in her as Warner Bros,Metaphor,FIGQA
4779,This route has as many turns as a straight line,Metaphor,FIGQA
1855,I was thrilled to receive a call that I didn't get the job that I wanted so much,Sarcasm,FLUTE
8346,"She had an eye for talent which they respected, she knew how to pick her designers, and could be relied on to spot a trend developing and to promote it.",Idiom,IMPLI
2742,Their language inclines us to believe them.,Metaphor,FLUTE
3275,Yet as the days would pass the user would become more like a lost student.,Simile,FLUTE
3891,If you are drowning in a sea of minor problems you cannot focus on what matters.,Metaphor,FLUTE
4539,"Him , who  sent  the fiery fever ,",Metaphor,IMPLI
3489,"Traced a winding pathway for it ,",Metaphor,FLUTE
6366,"‘ The revelation of these fragments of past lives helped me to come to terms with my true nature , and to understand why I had been troubled in the past.’",Idiom,IMPLI
1862,I feel like a queen because I always have to pick up my husband's socks and underwear from all over the house,Sarcasm,FLUTE
3696,The patient was as relaxed as a soldier in the trenches.,Simile,FLUTE
7146,Your comments are like a storm on a summer's day.,Simile,AB
2767,I didn't bother suggesting that we allow laoghaire to put in for a gaberlunzie badge and go begging through the parish.,Idiom,FLUTE
335,I made a really good decision on my work project and now I'm really worried it will ruin my career,Sarcasm,FLUTE
1424,I just love the fact that my friend borrowed my car and totally drained the gas tank without putting any gas in it.,Sarcasm,FLUTE
5792,"Transportation by taxi was down over 3 percent in April, while the price of overall transportation has dropped more than 6 percent since the beginning of the year.",Metaphor,IMPLI
7150,Your movements remind me of someone having a fit.,Simile,AB
6950,Your sunburn makes you look like a fresh red apple.,Simile,AB
7848,Your reaction reminds me of a deflated balloon. ,Simile,AB
2169,I found out my daughter is no longer attending her college classes and I feel like a successful parent,Sarcasm,FLUTE
3960,Earthquake hath swam deeply its tale on them.,Metaphor,FLUTE
7823,Your clothes make you fill the room.,Simile,AB
3739,"Travis intended to burn rubber as he peeled away from the curb, but his foot wouldn't obey his command.",Idiom,FLUTE
2219,He was like a block of cement.,Simile,FLUTE
4662,the turks erased the armenians in 1915,Metaphor,IMPLI
664,I felt so proud that I had no friends in high school and felt like an outsider.,Sarcasm,FLUTE
5540,The best choice depends on what the service consumer represents and what is the cost of any of the side-effects when the service fails to meet its SLA.,Metaphor,IMPLI
5239,This bargain is as cheap as dirt,Metaphor,FIGQA
7325,You are as modern as a high street tech shop.,Simile,AB
7007,Your attention span is like a child's.,Simile,AB
6359,His acting career went slowly but definitely downhill .,Idiom,IMPLI
1019,I was so anxious to get home but hitting every red light made me calm right down,Sarcasm,FLUTE
7254,Your presence is like a cactus in the middle of a bunch of flowers.,Simile,AB
5811,2.Part 2 Describe aplace you want to travel to/Describe an idea ofvacation away from home,Metaphor,IMPLI
5085,The novel has the morality of a brothel,Metaphor,FIGQA
7013,You are acting like a tantruming child.,Simile,AB
3991,"Dee, as we are now obviously on first name terms, I'm not letting another spook slip through the net.",Idiom,FLUTE
5275,The girl's dreams were as aspirational as mud,Metaphor,FIGQA
5592,Peterson said the Republican proposal to similar to what killed the current farm bill the first time it came to the House floor in 2013.,Metaphor,IMPLI
